server_timestamp,participant_id,assigned_block_order,block_index,block_name,upload_batch_number,trial_in_block,global_trial,timestamp_iso,chosen_shape,chosen_position,circle_position,square_position,axis,anchor_state,circle_color,square_color,high_reward_shape,reward_probability_chosen,outcome_rewarded,reaction_time_ms,reward_reversal_on_this_trial,visual_remap_on_this_trial,visual_state_label,block_total_rewards,block_mean_rt,block_optimal_rate
2026-04-17T01:23:14.211Z,Daniel,Stable-Attention-Volatile,1,Stable,1,29,29,2026-04-17T01:21:15.084Z,Square,,left,right,horizontal,anchor-center,var(--circle-blue),var(--square-orange),Circle,0.3,0,145,0,0,standard,42,1051,0.55
2026-04-17T01:23:14.211Z,Daniel,Stable-Attention-Volatile,1,Stable,1,30,30,2026-04-17T01:21:16.510Z,Circle,,left,right,horizontal,anchor-center,var(--circle-blue),var(--square-orange),Circle,0.7,1,157,0,0,standard,42,1051,0.55
2026-04-17T01:23:14.211Z,Daniel,Stable-Attention-Volatile,1,Stable,1,31,31,2026-04-17T01:21:18.540Z,Circle,,left,right,horizontal,anchor-center,var(--circle-blue),var(--square-orange),Circle,0.7,1,755,0,0,standard,42,1051,0.55
2026-04-17T01:23:14.211Z,Daniel,Stable-Attention-Volatile,1,Stable,1,32,32,2026-04-17T01:21:20.189Z,Circle,,left,right,horizontal,anchor-center,var(--circle-blue),var(--square-orange),Circle,0.7,0,373,0,0,standard,42,1051,0.55
2026-04-17T01:23:14.211Z,Daniel,Stable-Attention-Volatile,1,Stable,1,33,33,2026-04-17T01:21:22.710Z,Square,,left,right,horizontal,anchor-center,var(--circle-blue),var(--square-orange),Circle,0.3,0,1248,0,0,standard,42,1051,0.55
2026-04-17T01:23:14.211Z,Daniel,Stable-Attention-Volatile,1,Stable,1,34,34,2026-04-17T01:21:26.348Z,Circle,,left,right,horizontal,anchor-center,var(--circle-blue),var(--square-orange),Circle,0.7,1,2376,0,0,standard,42,1051,0.55
2026-04-17T01:23:14.211Z,Daniel,Stable-Attention-Volatile,1,Stable,1,35,35,2026-04-17T01:21:28.124Z,Circle,,left,right,horizontal,anchor-center,var(--circle-blue),var(--square-orange),Circle,0.7,1,507,0,0,standard,42,1051,0.55
2026-04-17T01:23:14.211Z,Daniel,Stable-Attention-Volatile,1,Stable,1,36,36,2026-04-17T01:21:29.892Z,Circle,,left,right,horizontal,anchor-center,var(--circle-blue),var(--square-orange),Square,0.3,1,503,1,0,standard,42,1051,0.55
2026-04-17T01:23:14.211Z,Daniel,Stable-Attention-Volatile,1,Stable,1,37,37,2026-04-17T01:21:31.659Z,Square,,left,right,horizontal,anchor-center,var(--circle-blue),var(--square-orange),Square,0.7,0,507,0,0,standard,42,1051,0.55
2026-04-17T01:23:14.211Z,Daniel,Stable-Attention-Volatile,1,Stable,1,38,38,2026-04-17T01:21:33.417Z,Circle,,left,right,horizontal,anchor-center,var(--circle-blue),var(--square-orange),Square,0.3,1,488,0,0,standard,42,1051,0.55
2026-04-17T01:23:14.211Z,Daniel,Stable-Attention-Volatile,1,Stable,1,39,39,2026-04-17T01:21:37.158Z,Circle,,left,right,horizontal,anchor-center,var(--circle-blue),var(--square-orange),Square,0.3,1,2470,0,0,standard,42,1051,0.55
2026-04-17T01:23:14.211Z,Daniel,Stable-Attention-Volatile,1,Stable,1,40,40,2026-04-17T01:21:38.947Z,Circle,,left,right,horizontal,anchor-center,var(--circle-blue),var(--square-orange),Square,0.3,1,530,0,0,standard,42,1051,0.55
2026-04-17T01:23:14.211Z,Daniel,Stable-Attention-Volatile,1,Stable,1,41,41,2026-04-17T01:21:40.573Z,Circle,,left,right,horizontal,anchor-center,var(--circle-blue),var(--square-orange),Square,0.3,0,370,0,0,standard,42,1051,0.55
2026-04-17T01:23:14.211Z,Daniel,Stable-Attention-Volatile,1,Stable,1,42,42,2026-04-17T01:21:42.238Z,Square,,left,right,horizontal,anchor-center,var(--circle-blue),var(--square-orange),Square,0.7,1,402,0,0,standard,42,1051,0.55
2026-04-17T01:23:14.211Z,Daniel,Stable-Attention-Volatile,1,Stable,1,43,43,2026-04-17T01:21:44.014Z,Square,,left,right,horizontal,anchor-center,var(--circle-blue),var(--square-orange),Square,0.7,0,501,0,0,standard,42,1051,0.55
2026-04-17T01:23:14.211Z,Daniel,Stable-Attention-Volatile,1,Stable,1,44,44,2026-04-17T01:21:45.684Z,Circle,,left,right,horizontal,anchor-center,var(--circle-blue),var(--square-orange),Square,0.3,1,410,0,0,standard,42,1051,0.55
2026-04-17T01:23:14.211Z,Daniel,Stable-Attention-Volatile,1,Stable,1,45,45,2026-04-17T01:22:04.330Z,Square,,left,right,horizontal,anchor-center,var(--circle-blue),var(--square-orange),Square,0.7,0,17375,0,0,standard,42,1051,0.55
2026-04-17T01:23:14.211Z,Daniel,Stable-Attention-Volatile,1,Stable,1,46,46,2026-04-17T01:22:05.631Z,Circle,,left,right,horizontal,anchor-center,var(--circle-blue),var(--square-orange),Square,0.3,1,40,0,0,standard,42,1051,0.55
2026-04-17T01:23:14.211Z,Daniel,Stable-Attention-Volatile,1,Stable,1,47,47,2026-04-17T01:22:07.265Z,Circle,,left,right,horizontal,anchor-center,var(--circle-blue),var(--square-orange),Square,0.3,1,362,0,0,standard,42,1051,0.55
2026-04-17T01:23:14.211Z,Daniel,Stable-Attention-Volatile,1,Stable,1,48,48,2026-04-17T01:22:11.887Z,Circle,,left,right,horizontal,anchor-center,var(--circle-blue),var(--square-orange),Square,0.3,1,3353,0,0,standard,42,1051,0.55
2026-04-17T01:23:14.211Z,Daniel,Stable-Attention-Volatile,1,Stable,1,49,49,2026-04-17T01:22:13.959Z,Circle,,left,right,horizontal,anchor-center,var(--circle-blue),var(--square-orange),Square,0.3,0,792,0,0,standard,42,1051,0.55
2026-04-17T01:23:14.211Z,Daniel,Stable-Attention-Volatile,1,Stable,1,50,50,2026-04-17T01:22:15.428Z,Circle,,left,right,horizontal,anchor-center,var(--circle-blue),var(--square-orange),Square,0.3,1,194,0,0,standard,42,1051,0.55
2026-04-17T01:23:14.211Z,Daniel,Stable-Attention-Volatile,1,Stable,1,51,51,2026-04-17T01:22:17.090Z,Circle,,left,right,horizontal,anchor-center,var(--circle-blue),var(--square-orange),Square,0.3,0,389,0,0,standard,42,1051,0.55
2026-04-17T01:23:14.211Z,Daniel,Stable-Attention-Volatile,1,Stable,1,52,52,2026-04-17T01:22:18.675Z,Square,,left,right,horizontal,anchor-center,var(--circle-blue),var(--square-orange),Square,0.7,1,321,0,0,standard,42,1051,0.55
2026-04-17T01:23:14.211Z,Daniel,Stable-Attention-Volatile,1,Stable,1,53,53,2026-04-17T01:22:20.460Z,Square,,left,right,horizontal,anchor-center,var(--circle-blue),var(--square-orange),Square,0.7,0,526,0,0,standard,42,1051,0.55
2026-04-17T01:23:14.211Z,Daniel,Stable-Attention-Volatile,1,Stable,1,54,54,2026-04-17T01:22:21.912Z,Circle,,left,right,horizontal,anchor-center,var(--circle-blue),var(--square-orange),Square,0.3,0,193,0,0,standard,42,1051,0.55
2026-04-17T01:23:14.211Z,Daniel,Stable-Attention-Volatile,1,Stable,1,55,55,2026-04-17T01:22:23.390Z,Circle,,left,right,horizontal,anchor-center,var(--circle-blue),var(--square-orange),Square,0.3,1,201,0,0,standard,42,1051,0.55
2026-04-17T01:23:14.211Z,Daniel,Stable-Attention-Volatile,1,Stable,1,56,56,2026-04-17T01:22:24.812Z,Circle,,left,right,horizontal,anchor-center,var(--circle-blue),var(--square-orange),Square,0.3,0,160,0,0,standard,42,1051,0.55
2026-04-17T01:23:14.211Z,Daniel,Stable-Attention-Volatile,1,Stable,1,57,57,2026-04-17T01:22:26.253Z,Circle,,left,right,horizontal,anchor-center,var(--circle-blue),var(--square-orange),Circle,0.7,1,181,1,0,standard,42,1051,0.55
2026-04-17T01:23:14.211Z,Daniel,Stable-Attention-Volatile,1,Stable,1,58,58,2026-04-17T01:22:27.708Z,Square,,left,right,horizontal,anchor-center,var(--circle-blue),var(--square-orange),Circle,0.3,0,191,0,0,standard,42,1051,0.55
2026-04-17T01:23:14.211Z,Daniel,Stable-Attention-Volatile,1,Stable,1,59,59,2026-04-17T01:22:29.343Z,Circle,,left,right,horizontal,anchor-center,var(--circle-blue),var(--square-orange),Circle,0.7,1,363,0,0,standard,42,1051,0.55
2026-04-17T01:23:14.211Z,Daniel,Stable-Attention-Volatile,1,Stable,1,60,60,2026-04-17T01:22:30.822Z,Square,,left,right,horizontal,anchor-center,var(--circle-blue),var(--square-orange),Circle,0.3,0,207,0,0,standard,42,1051,0.55
2026-04-17T01:23:14.211Z,Daniel,Stable-Attention-Volatile,1,Stable,1,61,61,2026-04-17T01:22:32.203Z,Circle,,left,right,horizontal,anchor-center,var(--circle-blue),var(--square-orange),Circle,0.7,1,103,0,0,standard,42,1051,0.55
2026-04-17T01:23:14.211Z,Daniel,Stable-Attention-Volatile,1,Stable,1,62,62,2026-04-17T01:22:33.629Z,Circle,,left,right,horizontal,anchor-center,var(--circle-blue),var(--square-orange),Circle,0.7,1,155,0,0,standard,42,1051,0.55
2026-04-17T01:23:14.211Z,Daniel,Stable-Attention-Volatile,1,Stable,1,63,63,2026-04-17T01:22:34.965Z,Circle,,left,right,horizontal,anchor-center,var(--circle-blue),var(--square-orange),Circle,0.7,1,76,0,0,standard,42,1051,0.55
2026-04-17T01:23:14.211Z,Daniel,Stable-Attention-Volatile,1,Stable,1,64,64,2026-04-17T01:22:36.471Z,Circle,,left,right,horizontal,anchor-center,var(--circle-blue),var(--square-orange),Circle,0.7,1,233,0,0,standard,42,1051,0.55
2026-04-17T01:23:14.211Z,Daniel,Stable-Attention-Volatile,1,Stable,1,65,65,2026-04-17T01:22:38.068Z,Circle,,left,right,horizontal,anchor-center,var(--circle-blue),var(--square-orange),Circle,0.7,1,333,0,0,standard,42,1051,0.55
2026-04-17T01:23:14.211Z,Daniel,Stable-Attention-Volatile,1,Stable,1,66,66,2026-04-17T01:22:39.546Z,Square,,left,right,horizontal,anchor-center,var(--circle-blue),var(--square-orange),Circle,0.3,0,221,0,0,standard,42,1051,0.55
2026-04-17T01:23:14.211Z,Daniel,Stable-Attention-Volatile,1,Stable,1,67,67,2026-04-17T01:22:40.870Z,Circle,,left,right,horizontal,anchor-center,var(--circle-blue),var(--square-orange),Circle,0.7,0,55,0,0,standard,42,1051,0.55
2026-04-17T01:23:14.211Z,Daniel,Stable-Attention-Volatile,1,Stable,1,68,68,2026-04-17T01:22:44.592Z,Circle,,left,right,horizontal,anchor-center,var(--circle-blue),var(--square-orange),Circle,0.7,1,2440,0,0,standard,42,1051,0.55
2026-04-17T01:23:14.211Z,Daniel,Stable-Attention-Volatile,1,Stable,1,69,69,2026-04-17T01:22:46.129Z,Circle,,left,right,horizontal,anchor-center,var(--circle-blue),var(--square-orange),Circle,0.7,1,273,0,0,standard,42,1051,0.55
2026-04-17T01:23:14.211Z,Daniel,Stable-Attention-Volatile,1,Stable,1,70,70,2026-04-17T01:22:48.076Z,Square,,left,right,horizontal,anchor-center,var(--circle-blue),var(--square-orange),Circle,0.3,0,676,0,0,standard,42,1051,0.55
2026-04-17T01:23:14.211Z,Daniel,Stable-Attention-Volatile,1,Stable,1,71,71,2026-04-17T01:22:50.131Z,Circle,,left,right,horizontal,anchor-center,var(--circle-blue),var(--square-orange),Circle,0.7,0,802,0,0,standard,42,1051,0.55
2026-04-17T01:23:14.211Z,Daniel,Stable-Attention-Volatile,1,Stable,1,72,72,2026-04-17T01:22:51.428Z,Circle,,left,right,horizontal,anchor-center,var(--circle-blue),var(--square-orange),Circle,0.7,0,27,0,0,standard,42,1051,0.55
2026-04-17T01:23:14.211Z,Daniel,Stable-Attention-Volatile,1,Stable,1,73,73,2026-04-17T01:22:53.041Z,Square,,left,right,horizontal,anchor-center,var(--circle-blue),var(--square-orange),Circle,0.3,0,349,0,0,standard,42,1051,0.55
2026-04-17T01:23:14.211Z,Daniel,Stable-Attention-Volatile,1,Stable,1,74,74,2026-04-17T01:22:54.839Z,Circle,,left,right,horizontal,anchor-center,var(--circle-blue),var(--square-orange),Square,0.3,0,516,1,0,standard,42,1051,0.55
2026-04-17T01:23:14.211Z,Daniel,Stable-Attention-Volatile,1,Stable,1,75,75,2026-04-17T01:22:56.530Z,Circle,,left,right,horizontal,anchor-center,var(--circle-blue),var(--square-orange),Square,0.3,1,439,0,0,standard,42,1051,0.55
2026-04-17T01:23:14.211Z,Daniel,Stable-Attention-Volatile,1,Stable,1,76,76,2026-04-17T01:22:58.718Z,Circle,,left,right,horizontal,anchor-center,var(--circle-blue),var(--square-orange),Square,0.3,0,927,0,0,standard,42,1051,0.55
2026-04-17T01:23:14.211Z,Daniel,Stable-Attention-Volatile,1,Stable,1,77,77,2026-04-17T01:23:07.625Z,Square,,left,right,horizontal,anchor-center,var(--circle-blue),var(--square-orange),Square,0.7,1,7643,0,0,standard,42,1051,0.55
2026-04-17T01:23:14.211Z,Daniel,Stable-Attention-Volatile,1,Stable,1,78,78,2026-04-17T01:23:12.172Z,Square,,left,right,horizontal,anchor-center,var(--circle-blue),var(--square-orange),Square,0.7,0,3274,0,0,standard,42,1051,0.55
2026-04-17T01:23:14.211Z,Daniel,Stable-Attention-Volatile,1,Stable,1,79,79,2026-04-17T01:23:13.733Z,Circle,,left,right,horizontal,anchor-center,var(--circle-blue),var(--square-orange),Square,0.3,0,297,0,0,standard,42,1051,0.55
2026-04-17T01:23:14.211Z,Daniel,Stable-Attention-Volatile,1,Stable,1,80,80,2026-04-17T01:23:15.090Z,Square,,left,right,horizontal,anchor-center,var(--circle-blue),var(--square-orange),Square,0.7,0,88,0,0,standard,42,1051,0.55
2026-04-17T01:23:19.475Z,Maddie,Attention-Stable-Volatile,1,Attention,1,1,1,2026-04-17T01:20:15.048Z,Circle,,left,right,horizontal,anchor-center,var(--circle-blue),var(--square-orange),Circle,0.7,1,2547,0,0,standard,52,1073,0.81
2026-04-17T01:23:19.475Z,Maddie,Attention-Stable-Volatile,1,Attention,1,2,2,2026-04-17T01:20:17.967Z,Circle,,left,right,horizontal,anchor-center,var(--circle-blue),var(--square-orange),Circle,0.7,1,1666,0,0,standard,52,1073,0.81
2026-04-17T01:23:19.475Z,Maddie,Attention-Stable-Volatile,1,Attention,1,3,3,2026-04-17T01:20:20.216Z,Circle,,left,right,horizontal,anchor-center,var(--circle-blue),var(--square-orange),Circle,0.7,1,996,0,0,standard,52,1073,0.81
2026-04-17T01:23:19.475Z,Maddie,Attention-Stable-Volatile,1,Attention,1,4,4,2026-04-17T01:20:36.948Z,Circle,,left,right,horizontal,anchor-center,var(--circle-blue),var(--square-orange),Circle,0.7,0,15480,0,0,standard,52,1073,0.81
2026-04-17T01:23:19.475Z,Maddie,Attention-Stable-Volatile,1,Attention,1,5,5,2026-04-17T01:20:38.848Z,Circle,,left,right,horizontal,anchor-center,var(--circle-blue),var(--square-orange),Circle,0.7,1,646,0,0,standard,52,1073,0.81
2026-04-17T01:23:19.475Z,Maddie,Attention-Stable-Volatile,1,Attention,1,6,6,2026-04-17T01:20:40.481Z,Circle,,left,right,horizontal,anchor-center,var(--circle-blue),var(--square-orange),Circle,0.7,1,380,0,0,standard,52,1073,0.81
2026-04-17T01:23:19.475Z,Maddie,Attention-Stable-Volatile,1,Attention,1,7,7,2026-04-17T01:20:42.115Z,Circle,,left,right,horizontal,anchor-center,var(--circle-blue),var(--square-orange),Circle,0.7,1,381,0,0,standard,52,1073,0.81
2026-04-17T01:23:19.475Z,Maddie,Attention-Stable-Volatile,1,Attention,1,8,8,2026-04-17T01:20:44.451Z,Circle,,left,right,horizontal,anchor-center,var(--circle-blue),var(--square-orange),Circle,0.7,0,1082,0,0,standard,52,1073,0.81
2026-04-17T01:23:19.475Z,Maddie,Attention-Stable-Volatile,1,Attention,1,9,9,2026-04-17T01:20:46.166Z,Circle,,left,right,horizontal,anchor-center,var(--circle-blue),var(--square-orange),Circle,0.7,0,459,0,0,standard,52,1073,0.81
2026-04-17T01:23:19.475Z,Maddie,Attention-Stable-Volatile,1,Attention,1,10,10,2026-04-17T01:20:47.865Z,Circle,,left,right,horizontal,anchor-center,var(--circle-blue),var(--square-orange),Circle,0.7,1,446,0,0,standard,52,1073,0.81
2026-04-17T01:23:19.475Z,Maddie,Attention-Stable-Volatile,1,Attention,1,11,11,2026-04-17T01:20:49.582Z,Circle,,left,right,horizontal,anchor-center,var(--circle-blue),var(--square-orange),Circle,0.7,1,456,0,0,standard,52,1073,0.81
2026-04-17T01:23:19.475Z,Maddie,Attention-Stable-Volatile,1,Attention,1,12,12,2026-04-17T01:20:51.248Z,Circle,,left,right,horizontal,anchor-center,var(--circle-blue),var(--square-orange),Circle,0.7,1,414,0,0,standard,52,1073,0.81
2026-04-17T01:23:19.475Z,Maddie,Attention-Stable-Volatile,1,Attention,1,13,13,2026-04-17T01:20:55.748Z,Square,,top,bottom,vertical,anchor-center,var(--circle-blue),var(--square-orange),Circle,0.3,1,3245,0,1,remap1,52,1073,0.81
2026-04-17T01:23:19.475Z,Maddie,Attention-Stable-Volatile,1,Attention,1,14,14,2026-04-17T01:20:57.651Z,Square,,top,bottom,vertical,anchor-center,var(--circle-blue),var(--square-orange),Circle,0.3,1,649,0,0,remap1,52,1073,0.81
2026-04-17T01:23:19.475Z,Maddie,Attention-Stable-Volatile,1,Attention,1,15,15,2026-04-17T01:20:59.298Z,Square,,top,bottom,vertical,anchor-center,var(--circle-blue),var(--square-orange),Circle,0.3,0,393,0,0,remap1,52,1073,0.81
2026-04-17T01:23:19.475Z,Maddie,Attention-Stable-Volatile,1,Attention,1,16,16,2026-04-17T01:21:00.917Z,Square,,top,bottom,vertical,anchor-center,var(--circle-blue),var(--square-orange),Circle,0.3,0,366,0,0,remap1,52,1073,0.81
2026-04-17T01:23:19.475Z,Maddie,Attention-Stable-Volatile,1,Attention,1,17,17,2026-04-17T01:21:02.532Z,Square,,top,bottom,vertical,anchor-center,var(--circle-blue),var(--square-orange),Square,0.7,0,362,1,0,remap1,52,1073,0.81
2026-04-17T01:23:19.475Z,Maddie,Attention-Stable-Volatile,1,Attention,1,18,18,2026-04-17T01:21:04.199Z,Square,,top,bottom,vertical,anchor-center,var(--circle-blue),var(--square-orange),Square,0.7,1,414,0,0,remap1,52,1073,0.81
2026-04-17T01:23:19.475Z,Maddie,Attention-Stable-Volatile,1,Attention,1,19,19,2026-04-17T01:21:05.915Z,Square,,top,bottom,vertical,anchor-center,var(--circle-blue),var(--square-orange),Square,0.7,1,463,0,0,remap1,52,1073,0.81
2026-04-17T01:23:19.475Z,Maddie,Attention-Stable-Volatile,1,Attention,1,20,20,2026-04-17T01:21:07.632Z,Square,,top,bottom,vertical,anchor-center,var(--circle-blue),var(--square-orange),Square,0.7,1,464,0,0,remap1,52,1073,0.81
2026-04-17T01:23:19.475Z,Maddie,Attention-Stable-Volatile,1,Attention,1,21,21,2026-04-17T01:21:18.548Z,Square,,top,bottom,vertical,anchor-center,var(--circle-blue),var(--square-orange),Square,0.7,1,9662,0,0,remap1,52,1073,0.81
2026-04-17T01:23:19.475Z,Maddie,Attention-Stable-Volatile,1,Attention,1,22,22,2026-04-17T01:21:20.582Z,Square,,top,bottom,vertical,anchor-center,var(--circle-blue),var(--square-orange),Square,0.7,1,780,0,0,remap1,52,1073,0.81
2026-04-17T01:23:19.475Z,Maddie,Attention-Stable-Volatile,1,Attention,1,23,23,2026-04-17T01:21:23.165Z,Square,,top,bottom,vertical,anchor-center,var(--circle-blue),var(--square-orange),Square,0.7,1,1330,0,0,remap1,52,1073,0.81
2026-04-17T01:23:19.475Z,Maddie,Attention-Stable-Volatile,1,Attention,1,24,24,2026-04-17T01:21:24.831Z,Square,,top,bottom,vertical,anchor-center,var(--circle-blue),var(--square-orange),Square,0.7,1,412,0,0,remap1,52,1073,0.81
2026-04-17T01:23:19.475Z,Maddie,Attention-Stable-Volatile,1,Attention,1,25,25,2026-04-17T01:21:26.681Z,Square,,top,bottom,vertical,anchor-center,var(--circle-blue),var(--square-orange),Square,0.7,1,597,0,0,remap1,52,1073,0.81
